,bw_Relation,bay_Relation,ber_Relation,bra_Relation,bre_Relation,hh_Relation,he_Relation,mvp_Relation,ni_Relation,nrw_Relation,rp_Relation,saar_Relation,sachs_Relation,sachs_an_Relation,sh_Relation,thue_Relation
2010,5.0889859513021936,5.462814802000894,8.78350117435089,8.131176999101527,4.813947436898257,5.932244462753841,5.676041023832614,13.21780809291179,5.973942710599226,5.543731724469779,5.706086492258409,5.644759150294205,9.69117403543633,11.703478040111703,6.849996889193057,8.438874816691108
2011,4.868264211434913,4.102796105780812,8.401459360853996,8.543748107780806,6.071293613805265,7.0276973956180235,5.1083825981506745,14.073454012765513,4.947942006422108,5.360142018403058,5.560184663889202,4.977514309076043,9.843995119400384,11.882135776304095,7.1340590565598045,8.627889634601043
2012,4.255943015705009,4.683523192830054,6.635649238276263,7.082389999015651,4.6946216955332725,6.605028601835839,5.042889390519187,12.214182344428364,5.458787469835425,5.0564481419645935,5.295375267244289,5.28744858031504,9.648309015771273,11.16615343419467,7.214524605828954,7.51008434176751
2013,4.56535231081137,4.368939117754284,6.957236842105264,7.9471668794050725,5.897031783556606,4.924055104203462,4.071564911148749,10.944755045958496,5.056147289780152,4.3841090738128825,5.2297197886711695,5.021209430798066,9.974287139732125,10.134301767849802,7.46313471675452,7.91313701761463
2014,4.906518612662631,4.311776888231893,8.096491520341186,8.032084386331173,5.946376426864879,4.843158637500801,4.306621199204319,8.689754950718871,4.862264475115972,5.540474600038847,5.386443621737739,5.030864197530864,8.419089963785005,9.70651759623936,7.671730515191546,7.021730938324332
2015,4.777365491651206,4.59015672096042,9.60114869176771,7.46211394590447,5.687022900763359,5.400686374857005,4.056361402332966,8.325701440346348,5.0567559378132065,5.337363475708091,6.047385886338849,4.637865311308768,8.15548780487805,10.285138419586223,7.4140448692420025,7.225642883013402
2016,5.1424781287256724,5.017979965181655,8.023716688686237,7.250654606046179,6.25,5.854579792256846,4.933897733198369,9.352861577648651,5.098318778589675,5.321270801219386,5.84071615276075,6.930485762144054,8.272370999346833,9.423164097914778,6.549091300139801,7.500729075532226
2017,6.5706840966303055,5.508645840222815,9.19288730007088,7.3210691382296496,8.226037195994278,5.225708620086317,4.850471246883184,8.842581752907204,5.857740585774058,5.65264785661774,6.605630796233486,6.618923611111111,8.155870574025808,9.951635846372689,7.534831756046268,8.70437224227838
2018,6.406156398322659,5.524878346858629,9.564964070693339,7.500230351055008,7.892527287993283,6.282237032744133,4.857783585821919,8.818967427431863,6.282302729773404,6.0899163838941215,6.7293881068658425,7.083468307958104,8.578957642006637,11.077943615257048,8.38231273920175,9.228140131016804
2019,5.904305320548976,5.37308833159983,8.618597522033465,7.4674864034050605,9.28418476598348,5.900452488687783,5.070206705864717,9.171221082578423,6.764863617655497,6.037873501237074,7.3426833809110095,7.192863595302619,8.535585954737439,11.00446797948039,9.193781385430281,8.90774705721325
2020,5.413852980899094,4.946873367009232,6.627191983602825,5.46980513216284,8.301833963320734,6.65635595740884,4.3046803922229335,7.164016214530713,8.044934412503489,5.39954280756203,6.543771446811906,6.237148732008225,7.775631077186203,9.851641940323388,8.276237085372486,7.442126321806231
2021,6.227932916064837,5.109682990418307,6.336533282641067,6.359227742702902,8.699360341151385,5.768526431449152,5.530503746074079,8.056658922281345,6.013599381608081,5.514705882352941,7.18020760165457,6.10678531701891,8.678225205070843,9.40401823400304,7.723311964991747,8.291959139416766
